User ,Agent,Intent,Slot,User Sentiment
"hi,can you help me in buying a phone ?","Hey, sure  , what kind of phone do you need?",Phn_SelReq,null,Neu
I want in gold color of Gionee brand., you can go for S6 Pro of Gionee. It is beautiful golden in color.,Slt_Info,"Brand-Gionee,Color-Gold",Neu
What's its price?,Both cost you the same 390 Euro.,Query_Slot,null,Neu
Does radio works on it?,"Yes,It has .",Confirm_Q,Radio-Y,Neu
Which OS it supports?,It supports Android OS.,Query_Slot,null,Neu
Oh I want only Sym,"Sorry, but it is very much user compatible and Gionee is available only in Android OS.",Slt_Info,OS-Sym,Neg
"I am only comfortable with Sym,so change the brand.",C5-05 of Nokia works Sym OS,Feedback,null,Neg
Okay book this model for me.,"Yes,It has done , Ref No is 1212-833",Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
834,834,834,834,834
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
"Yes,It has, i need a phone with double sim with radio in it.",You can take Lumia 630 Dual SIM of Nokia.,Slt_Info,"Sim-D,Rdio-Y",Neu
how much ?,It costs only 140 EURO.,Query_Slot,null,Neu
What about its GPS?,Yes GPS  comes with it.,Query_Slot,null,Neu
My friend recommended to buy only GPS phones.,"It has very high memory, you can always go for GPS apps.",Feedback,null,Neg
"Ok , can you please book it for me",Yeah Sure done.,Booking_Req,null,Neu
Thanks for helping me.,Welcome.,Gratitude,null,Pos
835,835,835,835,835
"Hello , I need some good phone on which I can work while travelling","Hi, definitely . Please let me know your requirements",Phn_SelReq,null,Neu
"Okay good,  I want very low cost phones.",Oh in that case go for Lumia Icon buy Nokia brand.,Slt_Info,Cost-Less,Neu
How much it cost?,it cost  400 Euro only ,Query_Slot,null,Neu
What is its battery backup?,It's 2420 mAh.,Query_Slot,null,Neu
Oh its very less.,"It seems ,but it is high on demand ",Slt_Info,Battery-Good,Neg
"Sorry, show me some other model.",Lumia 1520 model of Nokia  has battery of 3400 mAh.,Feedback,null,Neg
"Sounds good, and what is its display size??",It is 367 .,Query_Slot,null,Neu
Is it working on Android OS?,"Yes,It has .",Confirm,OS-And,Neu
"Okay, no problem, book this  for me","Yes,It has done , Ref No is 1218-835",Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
836,836,836,836,836
"Hey, show me some phone","Hi, definitely . Please let me know your requirements",Phn_SelReq,null,Neu
I want to buy a phone with small display size and good camera quality ,"Sure, Model Moto G 4G (2nd gen) buy Motorola would be a good option for you",Slt_Info,"P_Camera-Good,Display_Size-Small",Neu
What is its battery?,2390 mAh is its battery. Your phone will last for long.,Query_Slot,null,Neu
What color is it?,It's in black color.,Query_Slot,null,Neu
In which OS it works?,It works on Android.,Query_Slot,null,Neu
My experience with Android is not good so I want iOS phone only.,This model comes with additional features. ,Slt_Info,OS-iOS,Neg
Ok but I have been using Android phone for a long time.,Ok you can buy model iPhone 3GS buy Apple.,Feedback,null,Neg
It's in my budget too. Please book it fast for me.,"Yes,It has done , Ref No is 1218-836",Booking_Req,null,Pos
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
837,837,837,837,837
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
"Yes,It has, i need a GPS phone which has light weight.",You can take iPhone 5s of Apple,Slt_Info,"GPS-Y,Weight_g-Light",Neu
What is its price?,It costs only 330 EURO.,Query_Slot,null,Neu
In which color it is available.,It's  in Space Grey color,Query_Slot,null,Neu
But I want in orange color only.,"This is the best selling phone, you can always buy  cover for it.",Feedback,null,Neg
"Ok , can you please book it for me",Yeah Sure done.,Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
838,838,838,838,838
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
"Yes,It has, i need a phone with radio embedded.",You can buy One Touch Evo 7 HD of alcatel.,Slt_Info,Radio-Y,Neu
how much the price ?,It costs only 140 EURO.,Query_Slot,null,Neu
Is it has double or single slot?,It has single slot only,Query_Slot,null,Neu
"But I need double slot only,I have two sims.",This is the best phone and in that case you can always carry two phones.,Feedback,null,Neg
"OK,Thanks for information.",You are most welcome,Gratitude,null,Pos
839,839,839,839,839
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy Xiaomi phone,Okay Redmi Note 4X buy Xiaomi cell is being preferred by youngsters these days.,Slt_Info,Brand-Xiamo,Neu
How is the camera quality?,Primary camera is 12 MP and secondary camera is 5 MP.,Query_Slot,null,Neu
That's very good. What is its display screen size?,It is 342,Query_Slot,null,Neu
what is its color?,It's gold in color.,Query_Slot,null,Neu
"oh, I want it in indigo.",Gold looks stylish and many customers are preferring black over other color,Slt_Info,Color-Indigo,Neg
Thank you lot.,You are most welcome .,Gratitude,null,Pos
840,840,840,840,840
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
"Yes,It has, i need a phone with multi sim and which is purple in color.",You can buy  Optimus F3 model buy LG.,Slt_Info,"Sim-M,Color-Purple",Neu
Does radio works on it?,"No,It doesn't has .",Confirm_Q,Radio-N,Neu
"what""s its weight?",It weighs 113.4 gm,Query_Slot,null,Neu
It is very heavy.,This is the best selling phone ,Feedback,null,Neg
"Ok , can you please book it for me",Yeah Sure done.,Booking_Req,null,Neu
Thank you lot,You are most welcome .,Gratitude,null,Pos
841,841,841,841,841
"Hey, I want to gift a phone to my brother","Lovely, Any specific features you are looking for in your phone?",Phn_SelReq,null,Neu
"yes, I want a big display size GPS operated phone ",glofiish M810 of model buy Eten has display size of 143 and is known for GPS.,Slt_Info,"Display_Size-Big,GPS-Y",Neu
What is its weight?,It weighs 179 gm.,Query_Slot,null,Neu
It is too heavy to carry., it's not that heavy and this phone is getting very good review,Slt_Info,Weight_g-Light,Neg
But I need lighter than this.,You can buy  buy glofiish X650 buy Eten. It weighs 136 gm and price is also 220 Euro ,Feedback,null,Neg
What is its color?,it's black in color,Query_Slot,null,Neu
What is its price?,It's 220 Euro. ,Query_Slot,null,Neu
Sounds good to me. Please book it for me,"Sure, I am booking this for you. Your reference number is 2012_841",Booking_Req,null,Pos
Thanks for all your time.,My pleasure sir.,Gratitude,null,Pos
842,842,842,842,842
"Hi, I am looking for a good phone","Hello, what are your requirements for the same?",Phn_SelReq,null,Neu
I want to buy Allview phones.,X2 Soul Style + Platinum buy Allview  suits you.,Slt_Info,Brand-Allview,Neu
Is it working on Android OS?,"Yes,It has .",Confirm,OS-And,Neu
How is the battery life?,It is 3000 mAH. ,Query_Slot,null,Neu
"Great,is it available in silver color?",Silver is in our stock.,Confirm,Color-Black,Neu
What is its weight?,it weighs 128 gm ,Query_Slot,null,Neu
It is very light.,Lighter phones are too much in demand and this is the best version of your chosen brand.,Slt_Info,Weight_g-Heavy,Neg
ok can you book this for me,"Yes,It has done sir, Ref No is 1212-842",Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
843,843,843,843,843
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
"Yes,It has, i need a phone with big display in less cost",50 Graphite  buy Archos  has both the features.,Slt_Info,"Display_Size-Big,Cost-Less",Neu
Does radio works on it?,"Yes,It has .",Confirm_Q,Radio-Y,Neu
What is it storage capacity?,It has 16GB of Internal RAM.,Query_Slot,null,Neu
I need 64GM .,"This much of storage is also too much sufficient,all the apps run very smoothly.",Feedback,null,Neg
Still I would like to purchase 64GB RAM only.,Diamond 2 Plus buy Archos has 64GB of Internal RAM.,Booking_Req,null,Neu
Thank you lot,You are most welcome .,Gratitude,null,Pos
844,844,844,844,844
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want a phone with good battery backup.,You can take iPad mini 2 buy Apple.,Slt_Info,Battery-Good,Neu
On which OS it works on?,It uses iOS OS.,Query_Slot,null,Neu
what's it's display size?,It's 324.,Query_Slot,null,Neu
I think it has big screen.,"It's not exactly, now big screen is preferable and on demand.",Feedback,null,Neg
"Ok , can you please book it for me",Yeah Sure done.,Booking_Req,null,Neu
845,845,845,845,845
"Good Morning,I am looking for a light weight phone in black color?",we have many such phones. Any other requirements.,Phn_SelReq,null,Neu
Show me anything blue in color.,"okay , you can go for Asus of model Transformer Pad TF303CL.",Slt_Info,Color-Blue,Neu
What is its price?,It's  400 Euro. ,Query_Slot,null,Neu
On which OS it works on?,It uses Android OS.,Query_Slot,null,Neu
I am familiar with Mic only,It is trending now and this OS is also very much compatible with the user.,Slt_Info,OS-Mic,Neg
Please show me something of Windows OS.,You can buy W900 of Micromax.,Feedback,null,Neu
"Great,is it available in gray color?",Gray is in our stock.,Confirm,Color-Gray,Neu
Sounds good to me. Please book it for me,"Sure, I am booking Samsung One (M8) dual sime for you. Your reference number is 2012_845",Booking_Req,null,Pos
Thanks for all your time.,My pleasure .,Gratitude,null,Pos
846,846,846,846,846
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
Camera should be superb and it should be handy means it should be less weight,Lightweight Lumia 950 XL Dual SIM buy Micromax phone is getting good  response because of its camera quality ,Slt_Info,"P_Camera-Good,Weight_g-Light",Neu
What about its radio?, Radio  works on this phone.,Query_Slot,null,Neu
Oh i am sorry i forgot to tell you before. I want a phone in which Radio does not works,Radio is mainly for music purpose. ,Slt_Info,Radio-N,Neg
how much it costs?,It costs only 350 EURO.,Query_Slot,null,Neu
"Ok , can you please book it for me",Yeah Sure done.,Booking_Req,null,Pos
847,847,847,847,847
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
"Yes,It has, i need a phone with double sim in less cost",You can go for MX 4-core of Meizu.,Slt_Info,"Sim-D,Cost-Less",Neu
what is its memory?,It has 1 GB RAM and 32 GB Internal RAM,Query_Slot,null,Neu
"oh, its RAM space is less. I need more internal RAM of 64 GB",This phone's memory can be expanded  to 64GB through SD card.,Slt_Info,Internal_RAM-64,Neg
how much it will cost me ?,It costs only 310 EURO.,Query_Slot,null,Neu
"Ok , can you please book it for me",Yeah Sure done.,Booking_Req,null,Neu
Thank you lot,You are most welcome .,Gratitude,null,Pos
848,848,848,848,848
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I am a professional photographer so need the best camera mobile.,You can go fo MX buy Meizu  having  8 MP of camera,Slt_Info,P_Camera-High,Neu
I need better camera than this.,This is the best phone as per your primary requirements,Slt_Info,P_Camera-High,Neg
"No, please show me other model of the same brand.",Canvas Evok Note E453 model buy Micromax has few pixels upper than the before ie 13 MP.,Feedback,null,Neg
how much  it will cost me?,It costs only 140 EURO.,Query_Slot,null,Neu
"Ok , can you please book it for me",Yeah Sure done.,Booking_Req,null,Neu
Thank you lot,You are most welcome .,Gratitude,null,Pos
849,849,849,849,849
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
"Yes,It has, i need a phone with double sim in less cost",You can take Optimus Net Dual buy LG,Slt_Info,"Sim-D,Cost-Less",Neu
What is its internal RAM?,It is 0.000976563 GB.,Query_Slot,null,Neu
oh but I want 64 GB Internal RAM phone,This phone offers good internal storage and can be expanded up to 64 GB via micro SD card.,Slt_Info,Internal_RAM-64,Neg
I don't want to buy memory card.,K80 buy Lenovo phone comes with 4 GB of RAM and 64GB internal storage.,Feedback,null,Neg
Ok book this one for me,"Yeah Sure, Completing the booking process . Its done. ",Booking_Req,null,Neu
Thanks for helping me.,Welcome ,Gratitude,null,Pos
850,850,850,850,850
"Good Evening, I am in urgent need of a phone.","Good evening, any specific model model are you looking for?",Phn_SelReq,null,Neu
Android OS with good camera.,Phab of Lenovo has good front and back cameras.,Slt_Info,"OS-And,P_Camera-Good",Neu
And what's its price?,it cost  180 Euro only ,Query_Slot,null,Neu
Show me something within 400 Euro.,This is the most trending in the market.,Slt_Info,Cost-Less,Neg
I can't go out of my budget.,A1000 of Lenovo is available in 60 Euro with same MP of other one.,Feedback,null,Neg
Does radio works on it?,"Yes,It has .",Confirm_Q,Radio-Y,Neu
"Okay, pack this phone for me.",Ok booking confirmed. Your reference number is 2012-850,Booking_Req,null,Neu
Thanks for help,Welcome sir,Gratitude,null,Pos
851,851,851,851,851
"Hello,I want Motorola phone.","Sure, any particular specifications?",Phn_SelReq,null,Neu
Sym OS with good camera.,C5-03 model of Nokia works on Sym OS.,Slt_Info,"OS-Sym,P_Camera-Good",Neu
what is its camera quality?,it's  5 MP for primary.,Query_Slot,null,Neu
Oh that's too less. I take many pictures too,Its other features are very good,Slt_Info,P_Camera-Good,Neg
"Yes,It has I understand but these days we take photos from phone only",C7 Astound buy Nokia suits you with 8 MP.,Feedback,null,Neg
"Good, in which color it comes?",Graphite Black which is very much in demand.,Query_Slot,null,Pos
"Okay, I like this phone. Pack it for me.","Good choice, I am booking it for you. Your reference number is 2012-852",Booking_Req,null,Pos
852,852,852,852,852
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
Display size should be big and GPS should work on it,Moto E Dual SIM (2nd gen) buy Motorola  display size is big and has  good camera too.,Slt_Info,"Display_Size-Big,GPS-Y",Neu
What is its price?,It will cost you 100 Euro.,Query_Slot,null,Neu
What is its Release Year?,it is 2015 year.,Query_Slot,null,Neu
"oh, I don't want this phone. I want latest Released Year phone","It is a phone with a huge, near perfect screen, top-end performance, and great build quality",Slt_Info,Released_Yr-Latest,Neg
What is its primary and secondary camera quality?,5 MP-Primary and VGA -Secondary is its camera,Query_Slot,null,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
853,853,853,853,853
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
Battery backup should be good and Radio should work on it,Droid Turbo 2 of Motorola has 3760 Ah of battery and has  good camera too.,Slt_Info,"Battery-Good,Radio-Y",Neu
"Great,is it available in black color?",Black  is in our stock.,Confirm,Color-Black,Neu
What is its OS?,It works on Android OS.,Query_Slot,null,Neu
I want Sym OS. I am comfortable with that only.,Even this OS is equally comfortable and will not let you down.,Slt_Info,OS-Sym,Neg
What is its price?,It is 390 Euro,Query_Slot,null,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
854,854,854,854,854
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
 Display size should be big and Radio should work on it,Droid Maxx 2 buy Motorola display size is big and has  good camera too.,Slt_Info,"Display_Size-Big,Radio-Y",Neu
What is its primary and secondary camera quality?,21 MP-Primary and 5 MP-Secondary is its camera,Query_Slot,null,Neu
"Primary camera pixels are less,I think picture won't come perfectly.",It has multiple lens which focus on the thing perfectly this brand is especially known for its camera.,Slt_Info,P_Camera-Good,Neg
What is its price?,It is 330 Euro,Query_Slot,null,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thanks a lot ,Welcome and do visit us again,Gratitude,null,Pos
855,855,855,855,855
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I want latest phone which has released year latest.,Moto Z buy Motorola is the most latest released phone.,Slt_Info,Released _Year-Latest,Neu
What is its price?,It is 540 Euro,Query_Slot,null,Neu
What will be its color?,It is in black color.,Query_Slot,null,Neu
I want in pink color.,Black is trending now and can be used buy any people.,Slt_Info,Color_Pink,Neg
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
856,856,856,856,856
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I want latest released phone in indigo color,Moto G4 buy Motorola is released two days back and in in your desirable color too.,Slt_Info,"Released _Yr-Latest,Color-Indigo",Neu
What is its secondary camera quality?,5 MP-Secondary is its camera,Query_Slot,null,Neu
"I am selfie lover,and think pixels are little less.",Sorry to interrupt but it is best known for its selfie.,Slt_Info,S_Camera-Good,Neg
What is its price?,It is 190 Euro,Query_Slot,null,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
857,857,857,857,857
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
Display size should be big and GPS should work on it,Marquee LS855 buy LG comes with GPS ,Slt_Info,"Display_Size-Big,GPS-Y",Neu
"Great,is it available in black color?",Black  is in our stock.,Confirm,Color-Black,Neu
What is its Release Year?,it is released in 2011.,Query_Slot,null,Neu
"oh, I don't want this phone. I want latest released Year phone","It is a phone with a huge, near perfect screen, top-end performance, and great build quality",Slt_Info,Released_Yr-Latest,Neg
What is its weight?,It is 112 gm,Query_Slot,null,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
858,858,858,858,858
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I want in blue color within 300 Euro.,Thrill 4G P925 buy LG is in blue color and price 230 Euro.,Slt_Info,"Color-Blue,Cost-300-",Neu
What is its weight?,It is 168 gm,Query_Slot,null,Neu
Is it working on Android OS?,"Yes,It has .",Confirm,OS-And,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
859,859,859,859,859
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
"Yes,It has, Samsung phone with good battery.",Galaxy Xcover 4 buy Samsung has very good battery life of 2800 mAh.,Slt_Info,"Brand-Samsung,Battery-Good",Neu
What is its price?,It is 240 Euro,Query_Slot,null,Neu
In which color it is available?,It is available in gray.,Query_Slot,null,Neu
But I like to have in golden color.,"It is a phone with a huge, near perfect screen, top-end performance, and great build quality and as per the color you can always purchase golden cover.",Slt_Info,Color-Golden,Neg
Does radio works on it?,"Yes,It has .",Confirm_Q,Radio-Y,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
860,860,860,860,860
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
"I want to but multisim, black colored phone.",Galaxy S5 Neo buy Samsung has multi sim slot and available in black color too.,Slt_Info,"Sim-M,Color-Black",Neu
What is its Release Year?,it is 2015,Query_Slot,null,Neu
 I want latest Released Year phone,this model has strong features,Slt_Info,Released_Yr-Latest,Neg
What is its price?,It is 350 Euro,Query_Slot,null,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
861,861,861,861,861
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I don't have much requirement. Display size should be big and Radio should work on it,Stylus 2 buy LG display size is big and has  good camera too.,Slt_Info,"Display_Size-Big,Radio-Y",Neu
What is its primary and secondary camera quality?,13 MP-Primary and 8 MP-Secondary is its camera,Query_Slot,null,Neu
What is its Release Year?,it is released in 2016 ,Query_Slot,null,Neu
"oh, I don't want this phone. I want recently  Released Year phone","It is a phone with a huge, near perfect screen, top-end performance, and great build quality",Slt_Info,Released_Yr-Latest,Neg
What is its price?,It is 190 Euro,Query_Slot,null,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
862,862,862,862,862
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I want GPS enabled LG phones.,G6 buy LG is having GPS with it.,Slt_Info,"GPS-Y,Brand-LG",Neu
Is radio comes with it.,"Sorry, this model phones don't have radio feature in it.",Query_Slot,null,Neu
But I always listen music and want radio embedded phones only.,"For music , you can always download apps and it has superb memory storage.",Slt_Info,Radio-Y,Neg
What is its Internal RAM?,It stores upto 32 GB of data.,Query_Slot,null,Neu
What is its price?,It is 400 Euro,Query_Slot,null,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
863,863,863,863,863
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I want Sony phone with  GPS in it.,Xperia M5 Dual buy Sony suits you,Slt_Info,"Brand-Sony,GPS-Y",Neu
What is its price?,It will cost you 300 Euro.,Query_Slot,null,Neu
What is its color?,it is black color.,Query_Slot,null,Neu
I love orange color and I want that color only.,You can always have the color of your choice b opting for mobile cover.,Slt_Info,Color-Orange,Neg
Does radio works on it?,"No,It doesn't  has .",Confirm_Q,Radio-N,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
864,864,864,864,864
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I want multi sim phone,You can take Xperia C3 buy Sony.,Slt_Info,Sim-M,Neu
What is its primary  quality?,8 MP-Primary camera.,Query_Slot,null,Neu
On which OS it works on?,It works on Android,Query_Slot,null,Neu
But I am used to with Sym OS.,This OS will also give that much compatibility only.,Slt_Info,OS-Sym,Neg
What is its price?,It is 190 Euro,Query_Slot,null,Neu
Does radio works on it?,"No,It  doesn't has .",Confirm_Q,Radio-N,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
865,865,865,865,865
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I don't have much requirement. Display size should be big and Radio should work on it,XP7 buy Sonim display size is big and has  good camera too.,Slt_Info,"Display_Size-Big,Radio-Y",Neu
"Great,is it available in black color?",Black is in our stock.,Confirm,Color-Black,Neu
What is its weight?,It is 290 gms,Query_Slot,null,Neu
oh that's very heavy. I want thin lightweight cell phone,This phone is very good for  media viewing experience,Slt_Info,Weight_g-Light,Neg
I feel heavy phones are not portable, Aquos SH80F buy Sharp  brand has less weight,Feedback,null,Neg
Is it working on Sym OS?,"No,It doesn't has .",Confirm,OS-Sym,Neu
I am happy to take this phone.,"Nice, I am booking it for you. Congratulations for the new phone",Booking_Req,null,Pos
Thank you for your time,I am happy to help you,Gratitude,null,Pos
866,866,866,866,866
"Hey, I want to buy a phone.","Sure, any specific requirements you have for the phone?",Phn_SelReq,null,Neu
I want a phone with triple sim in white color,SH530U buy Sharp is a triple sim phone.,Slt_Info,"Sim-T,Color-White",Neu
What is its weight?,It is 1688 gms,Query_Slot,null,Neu
That's very heavy. I want light weight phone,But it has many great specifications. Youngsters are preferring this over many,Slt_Info,Weight_g-Light,Neg
I want lighter phone as it is easy to carry,Then SPH-i325 Ace buy Samsung Is a good phone with light weight,Feedback,null,Neg
Which OS it uses?,It works on Mic.,Query_Slot,null,Neu
Sounds good to me. Please book it for me,"Sure, I am booking this for you. Your reference number is 2012_866",Booking_Req,null,Pos
Thanks for all your time.,My pleasure .,Gratitude,null,Pos
867,867,867,867,867
Hello I am looking for low cost phone which fulfils all my requirements?,Sure  and and what is your budget ?,Phn_SelReq,null,Neu
It should be within 150 Euro., you can go for i740 buy Samsung and its price is just 140 Euro.,Slt_Info,Cost-150-,Neu
What is its display size?,It is 143 pixel,Query_Slot,null,Neu
I want a phone which has big display size.,This large screen is just about perfect to watch the movies and videos,Slt_Info,Display_Size-Big,Neg
But I am not comfortable carrying big phone,"okay no problem, Galaxy Tab Pro 10.1 buy Samsung is the best cheaper phone with small display.",Feedback,null,Neg
Is it working on Android OS?,"Yes,It has .",Confirm,OS-And,Neu
Okay book this for me.,"Yes,It has done , Ref No is 1218-867",Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
868,868,868,868,868
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
I want to buy a latest released phone with radio facility,"Sure, Model Galaxy S8 buy Samsung would be a good option for you",Slt_Info,"Released_Yr-Latest,Radio-Y",Neu
What is its battery?,3000 mAh is its battery. ,Query_Slot,null,Neu
What color is it?,It's in Midnight Black color.,Query_Slot,null,Neu
On which OS it works on?, its operating system  is Android,Query_Slot,null,Neu
I want in iOS only.,This OS is very easy to use and comes with many advanced features,Slt_Info,OS-iOS,Neg
I am sorry I am not comfortable in Android OS phone,Then I would recommend iPhone 3G buy Apple.,Feedback,null,Neg
"Okay, no problem, book this for me","Yes,It has done , Ref No is 1218-868",Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
869,869,869,869,869
"Good morning, I want a good phone for my brother","Goodmorning , definitely.Any specific features to add on.",Phn_SelReq,null,Neu
I want to buy a good processor phone with less weight and high battery life,iPhone 5s  buy Apple has 1560 mAH battery capacity to ensure all-day usage,Slt_Info,"Weight_g-Light,Battery-Good",Neu
How much does it cost ? ,it will cost 330 Euro.,Query_Slot,null,Neu
What is its Release Year?,it is 2013 year.,Query_Slot,null,Neu
"oh, I want new  Released Year phone",This phone is equipped with great camera at reasonable price.,Slt_Info,Released_Yr-Latest,Neg
Well I am interested in buying new released phone,iPhone 7 Plus buy Apple is recently been launched and getting very good reviews,Feedback,null,Neg
"Okay,book this for me.",Sure ,Booking_Req,null,Neu
Thanks for helping me.,Welcome and please let me know your daughter's choice,Gratitude,null,Pos
870,870,870,870,870
"Hello , I need some good phone on which I can work while travelling","Hi , Any other features to add on?",Phn_SelReq,null,Neu
I want to buy a Oppo phone,Neo 7 buy Oppo is a good phone. It has recently been launched,Slt_Info,Brand-Oppo,Neu
How is the camera quality?,Front camera is 5MP and back camera is 8 MP.,Query_Slot,null,Neu
What is its cost?,It is 140 Euro,Query_Slot,null,Neu
Oh that's out of my budget,"It is an awesome, very sharp pictures, very good screen clarity, very lightweight and awesome battery life.",Slt_Info,Cost-Less,Neg
I have limited budget,Then you should go for Neo 5 (2015) buy Oppo costs you 70 Euro. It has good battery life and large screen size ,Feedback,null,Neg
Is it working on Android OS?,"Yes,It has .",Confirm,OS-And,Neu
"Okay, no problem, book this for me","Yes,It has done , Ref No is 1218-870",Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
871,871,871,871,871
"Hello, I want a good phone as I constantly work on phone","Sure, is there any other features you want in your phone?","Phn_SelReq,Slt_Info",null,Neu
Battery should lasts long and display size should be big.,"Well, then F1 buy Oppo  will be perfect for you as it has screen size of 294 pixel and its battery lasts for two days",Slt_Info,"Battery-Good,Display_Size-Big",Neu
What is its color?,It's white in color.,Query_Slot,null,Neu
Oh but I am looking for black color,White is very unique color.,Slt_Info,Color-Black,Neg
But black is my favourite color ,"Okay, then I will recommend R9s buy Oppo. This phone is also very much in demand",Feedback,null,Neg
