User ,Agent,Intent,Slot,User Sentiment
"Great, what is its ReleasedYear and ReleasedMonth?",It is February 2014,Query_Slot,null,Neu
"oh, that's an old phone. Do you have 2017 released phone?",Even though it is old but this phone is still very much in demand and its price has also decreased,Slt_Info,Released_Yr-2017,Neg
What is its cost?,Its cost is 270 Euro,Query_Slot,null,Neu
What is its weight,It is 133 gms. It's a light weight smartphone.,Query_Slot,null,Neu
"Okay, I like this phone. Pack it for me.","Good choice, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot for your time,Welcome always.,Gratitude,null,Pos
177,177,177,177,177
"Hi, I want to buy a phone","Yes, please tell your model no or requirements",Phn_SelReq,null,Neu
"Actually, I am not restricted to any particular model but i need to have a phone that have high memory.",Elife E8 by Gionee will be a good choice for you.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neu
What is its memory?,It is 64 GB internal Ram.,Query_Slot,null,Neu
"Superb, What is its cost?",It is 480 Euro,Query_Slot,null,Neu
"Unfortunately, that's too costly for me. Do you have 64 GB internal memory phone with lower price?",Cost is bit high but it has many features which sets it apart from other mobile,Slt_Info,"Internal_RAM-64 GB,Cost-Less",Neg
That is good to know but can't afford it,S9 by Gionee has memory of 64 GB and its price is 370 Euro,Feedback,null,Neg
What is its color?,Black is its color.,Query_Slot,null,Neu
I will take it.,"Nice, I am booking it for you.",Booking_Req,null,Neu
Thanks a ton,My pleasure,Gratitude,null,Pos
178,178,178,178,178
"Hi, I am interested in buying a phone.","Good Evening, any specific feature you want in your phone",Phn_SelReq,null,Neu
"Yes, it should be light weight and should have small screen",Zenfone 5 A500KL by Asus is a light weight phone with small screen size,Slt_Info,"Weight_g-Light,Display_Size-Small",Neu
Is it a DualSim phone?,"Sorry, it's a single sim phone.",Query_Slot,null,Neu
"I don't want single sim.Can you recommend DualSim , light weight and small screen phone?",Specifically for dualsim don't leave this phone because it is really good performance wise,Slt_Info,Sim-D,Neg
But I require DualSim phone,You can take Zenfone 2 Laser ZE550KL by Asus,Feedback,null,Neg
What is its price?,its price 220 Euro.,Query_Slot,null,Neu
Lovely it is under my budget. I will buy it.,"Thanks, I am booking it for you. Your reference number is 2012-44",Booking_Req,null,Pos
Thank you so much,You are most welcome,Gratitude,null,Pos
179,179,179,179,179
"Good Evening, I am in urgent need of a phone.","Good evening, any specific model model are you looking for?",Phn_SelReq,null,Neu
I don't have any specific mobile in my mind. You suggest me a good phone,Desire 10 Pro by HTC is a very good phone. It's very much in demand these days.,Slt_Info,null,Neu
What is its memory?,It is 64 GB internal RAM.,Query_Slot,null,Neu
What is its price?,It is 460 Euro,Query_Slot,null,Neu
But my budget is less around 300 Euro. Can you suggest in lower range?,It is very good phone. At less price company has tried to incorporate many features,Slt_Info,Cost-300-,Neg
But my budget is limited,Desire 10 Lifestyle by HTC is also a very good phone.It's price is 260 Euro.,Feedback,null,Neg
What is its color?,Its color is also unique. It is Stone Black,Query_Slot,null,Neu
"Lovely, I will buy it.","Great choice sir, I am booking it for you.",Booking_Req,null,Neu
Thanks a ton,My pleasure.,Gratitude,null,Pos
180,180,180,180,180
"Hello, I want a good phone.","Good morning, what type of phone you want?",Phn_SelReq,null,Neu
I want an apple phone.,"Sure, iPhone 7 Plus by Apple is getting very good response.",Slt_Info,Brand-Apple,Neu
What is its price?,It is 900 Euro.,Query_Slot,null,Neu
It is very costly. Do you have phone under 700 Euro?,Price of this phone has decreased because of it many customers are buying it.,Slt_Info,Cost-700-,Neg
But I can't go beyond 700 Euro,iPhone 6s by Apple is 620 Euro.,Feedback,null,Neg
What is its color?,It is space Gray color,Query_Slot,null,Neu
What is its internal RAM,It is 16 GB.,Query_Slot,null,Neu
I will take it .,"yes, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot.,My pleasure,Gratitude,null,Pos
181,181,181,181,181
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
Camera should be excellent and it should be in White color,Have a look at Honor Note 8 by Huawei,Slt_Info,"P_Camera-Good,S_Camera-Good,Color-White",Neu
How much storage does it offer?,It has 4 GB RAM and 32 GB internal RAM,Query_Slot,null,Neu
And how about the Camera?,The camera Quality is 13 MP primary and 5 MP secondary,Query_Slot,null,Neu
Can you suggest a phone with 128 GB internal RAM,32 GB itself is an impressive amount of RAM. 128 won't be of much use,Slt_Info,Internal RAM-128,Neu
"Ah its less,I I need more storage",M2017 by Gionee is a good phone,Feedback,null,Neg
How much storage does it offer?,It has got the storage of $R$ GB RAM and $IR$ GB internal RAM.,Query_Slot,null,Neu
How much is it for?,It’s for $C$ Euro,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed.,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
182,182,182,182,182
"hi, i want a fantastic phone","hello, any specific model you want?",Phn_SelReq,null,Neu
I want LG phone with more space,"Sure, G6 by LG is a good phone. It has 32 GB internal RAM",Slt_Info,"Brand-LG,RAM-Good,Internal_RAM-Good",Neu
What is its diaplay size?,It is 564 pixel,Query_Slot,null,Neu
Oh that's too big. Show me a phone with small display size,It is very good for multitasking and good for video watching,Slt_Info,Display_Size-Small,Neg
what is its battery?,It is 3300 mAH,Query_Slot,null,Neu
What is its cost?,It is 750 Euro,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok I am booking it for you.,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
183,183,183,183,183
"Hi, I want a phone.","Sure,which brand mobile you want?",Phn_SelReq,null,Neu
I want to buy a blackberry phone,Aurora by BlackBerry is a good phone to use.,Slt_Info,Brand-BlackBerry,Neu
What is its camera quality?,It is 13 MP Primary and 8 MP Secondary.,Query_Slot,null,Neu
"But, I want 16 MP Primary",This phone's camera is fast and reliable.,Slt_Info,P_Camera-16,Neg
Still i would go for higher MP phone,"Okay, DTEK60 by BlackBerry has 21 MP and 8 MP camera for Primary and secondary camera",Feedback,null,Neg
"Cool, what is its memory?",It is 4 GB RAM and 32 GB internal RAM.,Query_Slot,null,Neu
What is its cost?,Its cost is 530 EURO,Query_Slot,null,Neu
"Cool, I will purchase it.","Great choice, I am booking your order.",Booking_Req,null,Pos
Thanks a lot,Welcome and it my pleasure,Gratitude,null,Pos
184,184,184,184,184
"Good Evening, I am looking for best android smartphone","Sure, any special feature you are looking for?",Phn_SelReq,OS-And,Neu
"Nothing in Particular, I want a 2017 released phone which is heavily in demand",S10 by Gionee is trending these days,Slt_Info,Released_Yr-2017,Neu
What is its color?,It is Cherry Gold color,Query_Slot,null,Neu
"oh,I can't maintain Cherry Gold color. Do you have in blue or black color?",We have back cover for the phone so it will keep your phone new,Slt_Info,Color-Black&Blue,Neg
I take your point but still I would go for Black or Blue,Okay then M6s Plus by Gionee also in great demand these days,Feedback,null,Neg
What is its price?,It is 460 Euro,Query_Slot,null,Neu
What is its battery capacity?,It is 6020 mAH,Query_Slot,null,Neu
Is it DualSim phone?,Yes it is,Confirm_Q,Sim-D,Neu
"Okay , i think i will buy it","Great, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot for helping me in choosing a good phone,"My pleasure, I love suggesting good phone. Do visit us again",Gratitude,null,Pos
185,185,185,185,185
I want a technologically advanced mobile phone,"Good Evening, we have many variety. Any specific model you are looking for?",Phn_SelReq,null,Neu
I want an apple phone that fits my budget,what is your budget? Do you have any other requirements?,Slt_Info,Brand-Apple,Neu
It should be under 650 Euro,iPhone SE by Apple will fit your budget. It is 440 Euro,Slt_Info,Cost-650-,Neu
What is its storage,It is 32 GB internal RAM,Query_Slot,null,Neu
That will not fulfill my need. I need a phone with more space at least 64 GB internal RAM,In Apple you won'rt get 64 GB phone at price less than 650 Euro. This phone only suits your need,Slt_Info,Internal_RAM--64,Neg
I will take it,"nice, I am booking your order",Booking_Req,null,Neu
Thanks a lot for your help,My pleasure.,Gratitude,null,Pos
186,186,186,186,186
"Hello , I want to buy a phone",Sure. May i know what are your requirements?,Phn_SelReq,null,Neu
"Yes, i need a GPS operated phone with less weight",You can take $M$,Slt_Info,"GPS-Y,Weight_g-Light",Neu
how much ?,It costs only $C$ EURO.,Query_Slot,null,Neu
whats is its battery?,It's $B$ mAH,Query_Slot,null,Neu
"oh , but this is less",It will last for one day.,Feedback,null,Neg
"Ok , can you please book it for me",Yeah Sure done.,Booking_Req,null,Neu
Thank you Bot,You are most welcome .,Gratitude,null,Pos
187,187,187,187,187
"Hey, I need phone info.","Yes, what are your requirements?",Phn_Info,null,Neu
It should be HTC company with less weight,Is the all requirement ?,Slt_Info,"Brand-HTC,Weight_g-Light",Neu
"Yes, it should be may 2017 released phone",KEYone by BlackBerry is February 2017 released phone,Slt_Info,"Released_Yr-2017,Released_Month-May",Neu
What is its battery capacity,It has battery capacity of 3505 mAH,Query_Slot,null,Neu
but i need 4000mAH minimum,3505 mAH also lasts for 48 hrs.,Slt_Info,Battery-4000+,Neg
I can buy it. Book it for me,Yeah Sure done.,Booking_Req,null,Neu
"OK,Thanks for information.",You are most welcome,Gratitude,null,Pos
188,188,188,188,188
I need to buy a phone.,"Sure, any specific phone you are looking for?",Phn_SelReq,null,Neu
Phone with good primary camera and high battery capacity,"Ok, we have phones available meeting your specifications, Do have any other requirement also?",Slt_info,"P_Camera-good,Battery-Good",Neu
No thats all.,You can buy A1 Plus by Gionee which has Dual MP Primary Camera,Confirm,null,Neu
what about secondary camera ?,It is also 20 MP.,Query_Slot,null,Neu
What is its Released Year?,It is February 2017,Query_Slot,null,Neu
"oh, but I want a 2016 released phone",This phone is still very much in demand and company has slashed its price also,Slt_Info,Released_Yr-2016,Neg
But I want a 2016 released phone with good camera and battery,Then you should try M2017 by Gionee,Feedback,null,Neg
what is it's both camera ?,It's back camera is Dual MP & front camera is 8 MP Secondary,Query_Slt,null,
It sounds great.,Yes it is one of the best phone for camera.,Feedback,null,Pos
Ok can you book it for me?,"Yeah , Booking done, Thanks for buying with us",Booking_Req,null,Neu
Thanks for assistance.,"Welcome , Please visit again.",Gratitude,null,Pos
189,189,189,189,189
"Good Evening, I am looking for a trending phone","sure, please tell me your model no or requirements",Phn_SelReq,null,Neu
I need to have a phone that has high memory and good battery life.,S10 by Gionee will be a good choice. Its internal RAM is 64 GB.,Slt_Info,"RAM-Good,Internal_RAM-Good,Battery-Good",Neu
What is its color?,It is Cherry Gold,Query_Slot,null,Neu
Whta is its weight?,It is 178 gms.,Query_Slot,null,Neu
That's a bit on heavier side. Do you have something in light weight?,Most of the good phone has weight around this only,Slt_Info,Weight_g-Light,Neg
Yeah but I don't find comfortable to keep heavy phone in my pocket,Then S8 by Gionee will be a perfect choice for you with good memory.,Feedback,null,Neg
What is its price?,It is 450 Euro. It's a new phone in the market. You will love it.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you",Booking,null,Neu
thanks a ton,My pleasure,Gratitude,null,Pos
190,190,190,190,190
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want a white colored dualsim phone.,Desire 830 by HTC is a double sim phone.,Slt_Info,"Color-White,Sim-D",Neu
what is its camera quality?,it's 13 MP for primary and 4 MP for secondary,Query_Slot,null,Neu
What is its weight?,It's weight is 156 gms,Query_Slot,null,Neu
It's a bit heavy. I want lighter phone,It's not that heavy and also this is also a limited edition phone and is selling like hot cake. You should buy this phone only,Slt_Info,Weight_g-Light,Neg
But I don't feel comfortable carrying heavy phone,You can buy Desire 626G+ by HTC,Feedback,null,Neg
what is its cost?,its cost is 250 euro,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking_Req,null,Neu
You are a very good salesman. Thanks a lot,You are most welcome. My pleasure,Gratitude,null,Pos
191,191,191,191,191
"Hello, I am in search of a good phone.",You are at the right place. Any specific phone you need?,Phn_SelReq,null,Neu
it should have big display and high memory.,"Ok , Do you have any other requirements ?",Slt_Info,"Display_Size-Big,Memory-Good",Neu
"No,I want high memory phne","Okay, you can buy P8max by Huawei which has internal Ram of 64 GB and display size 326 pixel.",Confirm,null,Neu
What is its Primary Camera?,It is 13 MP.,Query_Slot,null,Neu
Oh I don't want this phone. My need is 16 MP or more camera phone,Its picture quality is very good.,Slt_Info,P_Camera-16+,Neg
But still I would go for 16 MP+ camera phone,Okay then nova 2 plus by Huawei is perfect for you.,Feedback,null,Neg
What is its cost?,Its cost is 380 Euro,Query_Slot,null,Neu
What is its weight,It is 169 gms. It's a light weight smartphone.,Query_Slot,null,Neu
"Okay, I like this phone. Pack it for me.","Good choice, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot for your time,Welcome always.,Gratitude,null,Pos
192,192,192,192,192
"Hi, I want to buy a phone","Yes, please tell your model no or requirements",Phn_SelReq,null,Neu
It should be Samsung company and good memory,Galaxy S8 by Samsung will be a good choice for you.,Slt_Info,"Brand-Samsung,RAM-Good,Internal_RAM-Good",Neu
What is its memory?,It is 4 GB RAM and 64 GB internal Ram.,Query_Slot,null,Neu
"Superb, What is its cost?",It is 700 Euro,Query_Slot,null,Neu
"Unfortunately, that's too costly for me. Do you phone with same specification at lower price?",Cost is bit high because of its additional features. Camera is also superb,Slt_Info,Cost-Less,Neg
That is good to know but can't afford it,Galaxy C7 Pro by Samsung price is 420 Euro,Feedback,null,Neg
What is its color?,Gold is its color.,Query_Slot,null,Neu
I will take it.,"Nice, I am booking it for you. Your reference number is 2012-43",Booking_Req,null,Neu
Thanks a ton,My pleasure,Gratitude,null,Pos
193,193,193,193,193
"hi,can you help me in buying a phone ?","Hey, sure , what kind of phone do you need?",Phn_SelReq,null,Neu
it should have less weight and better battery capacity,Galaxy J7 (2016) by Samsung is one of the best phone for camera as well as battery and its weight is also less,Slt_Info,"Weight_g-Light,Battery-Good",Neu
how much does it cost ?,it cost 230 Euro,Query_Slot,null,Neu
what is it's color ?,The color of this phone is white,Query_Slot,null,Neu
"oh , is it possible in Gold?",This model has strong features but available in white only.,Slt_Info,Color-Gold,Neg
but I like Gold,You can take Galaxy C7 by Samsung,Feedback,null,Neg
what is it's cost ?,it's of 450 Euro.,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
194,194,194,194,194
"hi, I want to buy a new phone","hello, what kind of phone do you want?",Phn_SelReq,null,Neu
It should have OS android and dual sim features,"Sure, is there other features you want in your phone?",Slt_Info,"OS-And,SIM-D",Neu
"No, that's it",Xperia XA Dual by Sony meets your requirements,Confirm,null,Neu
what is its cost?,It cost Rs 250 Euro.,Query_Slot,null,Neu
what color is it?,The color of the phone is white,Query_Slot,null,Neu
"Oh, is it possible to get in chrome color?",This model is available in white only and is widely preferred by people,Slt_Info,Color-Chrome,Neg
but I would prefer in chrome,You can go for Xperia Z5 Premium Dual by Sony,Feedback,null,Neg
what's the price?,it costs 510 Euro,Query_Slot,null,Neu
"Okay, Can you book it for me?","Sure, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot,Welcome and do visit us again,Gratitude,null,Pos
195,195,195,195,195
"Hey, I am looking for a good phone","Hi, What sort of phone are you looking for?",Phn_SelReq,null,Neu
It should be 2017 released phone with good RAM and high primary camera quality,V5 Plus by Vivo meets your requirements,Slt_Info,"Released_Yr-2017,RAM-Good,P_Camera-Good",Neu
What is the price?,It is of 280 Euro,Query_Slot,null,Neu
I hope it has DualSim,"Yes , this phone has dual sim.",Confirm_Q,Sim-D,Neu
What about the Radio?,Sorry it does not support Radio,Query_Slot,null,Neu
Oh but I often listen to Radio,"You can listen music through wynk,hungama and podcasts",Slt_Info,Radio-Y,Neg
But i would prefer radio feature in my new phone,"Okay, then V5s by Vivo is a good option",Feedback,null,Neg
What is the cost?,It's 280 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
196,196,196,196,196
"Hey, can you help me in buying a new phone?","hello, what type of phone you want to purchase?",Phn_SelReq,null,Neu
I want to buy a gray color phone with good secondary camera.,Redmi 3 Pro by Xiaomi meets your requirements.,Slt_Info,"Color-Gray,S_Camera-Good",Neu
Does it has good camera ?,"Yes , picture quality is very good of this phone. 13 MP is its primary camera",Query_Slot,null,Neu
I hope it has DualSim feature in it.,"Yes, DualSim feauture is there on this phone.",Query_Slot,null,Neu
what is it's cost ?,it's of 250 Euro.,Query_Slot,null,Neu
oh 240 Euro is too costly for me. Can you suggest some other phone in cheaper price?,Even though it is costly customers are prefering this phone as it does not need any maintainance,Slt_Info,Cost-Less,Neg
My budget restricts me to buy this phone,Mi Max by Xiaomi is also a good phone,Feedback,null,Neg
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
197,197,197,197,197
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
I want to buy a light weight phone with good camera quality,"Sure, Blade V8 by ZTE would be a good option for you",Slt_Info,"P_Camera-Good,S_Camera-Good,Weight_g-Light",Neu
What is its battery?,2730 mAH is its battery. Your phone will last for long.,Query_Slot,null,Neu
What color is it?,It's in rose gold color.,Query_Slot,null,Neu
what is its released year?,It came in 2017,Query_Slot,null,Neu
What is its price?,It costs 250 Euro,Query_Slot,null,Neu
I want in higher range. My budget is 400 plus,At this price you are getting a very good deal.,Slt_Info,Cost-400+,Neg
But I don't want to buy this phone I want in higher range.,No problem then you can buy Axon 7 Max by ZTE,Feedback,null,Neg
What is its price?,It costs 500 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
198,198,198,198,198
"Hi, I want to buy a new phone.",Any specific feature are you looking for ?,Phn_SelReq,null,Neu
I want 64 GB internal RAM phone.,Axon 7 Max by ZTE has 64 GB internal RAM,Slt_Info,Internal_RAM-64,Neu
What is its color?,Its color is gold,Query_Slot,null,Neu
"oh, I am not fond of gold color. Do you have in some other color.",Gold colour is in great demand these days.,Slt_Info,Color-Non Blue,Neg
True but somehow i have aversion towards gold color.,"Same model we have in gold only. But, You can buy nubia Z11 mini S by ZTE. Its internal RAM is also 64 GB.",Feedback,null,Neg
"Lovely, What is its color?",It's black,Query_Slot,null,Neu
What is its price?,It is 270 Euro.,Query_Slot,null,Neu
"Cool, I will take it.","Great, I am booking it for you",Booking_Req,null,Pos
Thanks a lot,My pleasure. Welcome,Gratitude,null,Pos
199,199,199,199,199
"Hi, can you please help me in selecting a phone?","Yeah Sure, May I know what kind of phone you need?",Phn_SelReq,null,Neu
I want to buy a GPS operated phone with 15MP primary camera,Mi Note 2 by Xiaomi is very good for camera .,Slt_Info,"GPS-Y,P_Camera-15",Neu
How is camera quality?,22.5 MP for primary camera and 8 MP for secondary camera,Query_Slot,null,Neu
How much does it cost ?,it will cost 610 Euro.,Query_Slot,null,Neu
What is its memory?,It is 4 GB RAM and 64 GB for internal RAM,Query_Slot,null,Neu
"oh, that seems little less.I want a GPS operated phone with higher memory",But it is getting very good response.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neg
I understand but I will face storage problem,Then I would recommend Mi Mix by Xiaomi,Feedback,null,Neg
Okay book this model for me.,Yes done,Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
200,200,200,200,200
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
"Yes, i need a phone with double sim in less cost",You can take Galaxy C9 Pro by Samsung,Slt_Info,"Sim-D,Cost-Less",Neu
What is its battery?,4000 mAh is its battery. Your phone will last for long.,Query_Slot,null,Neu
What color is it?,It's in gold color.,Query_Slot,null,Neu
what is its released year?,It came in 2016,Query_Slot,null,Neu
"oh,I want latest mobile phone",That will cost you more. This phone is giving very good performance,Slt_Info,Released_Yr-Latest,Neg
Yeah but still I would go for latest phone,"Sure, then you can buy Galaxy C7 Pro by Samsung",Feedback,null,Neg
What is its price?,It is 420 Euro.,Query_Slot,null,Neu
ok can you book it for me,"Yes sure,your booking is done",Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
201,201,201,201,201
"Hi,I want to buy a phone.","Sure, any specific model you are looking for?",Phn_SelReq,null,Neu
I want a DualSim phone in which radio works,Yes we have one latest phone Noir Z8 by QMobile . Youngeters are preferring this over many,Slt_Info,"Sim-D,Radio-Y",Neu
is it so ?,"yeah, its rating is also very good priced at 240 Euro",Confirm,null,Neu
but I want Samsung company phone,This mobile performance is very good. Try it once.,Slt_Info,Brand-Samsung,Neg
it looks good enough.,"Yup, it has also a special feature Hands-Free Speaker.",Feedback,null,Pos
Ok please complete the booking process.,It's done.Thank for buying.,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
202,202,202,202,202
"I need to buy a phone, am i at right place?","Yes, We will asssist you in buying phone. Can you please tell what kind of phone you are looking?",Phn_SelReq,null,Neu
I want to buy Xperia Arc S by Sony Ericsson,It is not available in our store. You can buy newly launched phone Xperia XA1 Ultra by Sony,Slt_Info,"Brand-Sony Ericsson,Model-Xperia Arc S",Neu
What is its battery?,2700 mAh is its battery.,Query_Slot,null,Neu
oh I want at least 3500 mAH battery capacity for my phone. Can you suggest me a phone with 3500 mAH battery?,2700 mAH is good enough to lasts for a day.,Slt_Info,Battery-3500+,Neg
But I travel a lot so need high power battery phone,Galaxy Tab 3 10.1 P5220 by Samsung phone's battery is 6800 mAH,Feedback,null,Neg
What color is it available?,It's available in white color.,Query_Slot,null,Neu
What is its price?,It is 290 Euro.,Query_Slot,null,Neu
"Okay, I will buy it then.","Great choice, i am booking it for you.",Booking_Req,null,Neu
Thanks a lot for your help.,My pleasure.,Gratitude,null,Pos
203,203,203,203,203
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
I want to buy a light weight phone with good performance,Galaxy S7 active by Samsung is a light weight phone,Slt_Info,Weight_g-Light,Neu
what are its specification?,It has 4 GB memory and has a front camera and back camera of 12 and 5 MP. Android is its operating system.,Query_Slot,null,Neu
I am not sure about this phone. I don't want android OS phone. Do you have some other company phone which does not have android operating system?,Its screen size is also very big for video watching.,Slt_Info,Brand-Non And,Neg
it looks good.,Also it has a battery capacity of 4000mAH. .,Feedback,null,Pos
Ok book this one for me,"Yeah Sure, Completing the booking process . Its done.",Booking_Req,null,Neu
Thanks for helping me.,Welcome and thanks for visiting us.,Gratitude,null,Pos
204,204,204,204,204
"Hello , can you help me in selecting a phone ?",Sure. May i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a gold color phone with good camera for my son.,"Hello, sure we have gold color phone. Is there any features you want in your phone?",Slt_Info,"Color-Gold,P_Camera-Good,S_Camera-Good",Neu
"I have budget constraints, it should be under 400 Euro.","No problem, Model A77 by Oppo is a good phone in the market meeting all your requirements.",Slt_Info,Cost-400-,Neu
What is its Display Size?,It is 401 Pixel,Query_Slot,null,Neu
"oh , but I want a phone which has small Display Size.",This is a fantastic phone with medium display size. It is the average size,Slt_Info,Display_Size-Small,Neg
But still I am not comfortable with this big Display Size phone,Model A57 by Oppo is getting good response from people and it meets all your requirements.,Feedback,null,Neg
What is its price?,It is 260 Euro,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it.",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
205,205,205,205,205
I am looking for a good phone,"Sure, any specific features you have in your mind?",Phn_SelReq,null,Neu
I want a small display size phone with good memory,"Sure, Is the all requirement ?",Slt_Info,"Display_Size-Small,RAM-Good,Internal_RAM-Good",Neu
"Yes, my main priority is display size","Great , Lumia 650 by Microsoft is a good phone",Feedback,null,Neu
What is its OS,It's Mic,Query_Slot,null,Neu
"Oh, I don't have much idea about Mic. I would prefer android phone.",The operating system stands out through its real-time microkernel and its multi- processor ability.,Slt_Info,OS-And,Neg
My previous phone was Android so I feel comfortable with And phone,Galaxy C9 Pro by Samsung can be a good option,Feedback,null,Neg
What color is it available in your store/?,Its available in gold,Query_Slot,null,Neu
"Okay, I will book this phone","great, I am booking your order",Booking_Req,null,Neu
Thanks a lot.,My pleasure.,Gratitude,null,Pos
206,206,206,206,206
"Good evening, I am looking for a good phone","Sure, Any specific model or features you are looking for?",Phn_SelReq,null,Neu
I am looking for a silver color BlackBerry phone,You can buy Porsche Design P'9982 by BlackBerry,Slt_Info,"Brand-BlackBerry,Color-Silver",Neu
What is its primary camera?,It is 8 MP,Query_Slot,null,Neu
I want a blackberry phone with better camera with at least 10 MP primary camera,It's camera image is good and also it's internal RAM is 64 GB.,Slt_Info,P_Camera-10+,Neu
But I would prefer a phone with better primary camera,Aurora by BlackBerry has 32 GB internal RAM and 4 GB RAM with primary camera of 13 MP. But it is avilable in black color,Feedback,null,Neg
No problem I will adjust with the color. what is its cost?,it is 250 Euro.,Query_Slot,null,Neu
Book it for me.,"Sure, I am booking it for you.",Booking_Req,null,Neu
Thanks dear,You are welcome.I am happy to help. Do visit us again.,Gratitude,null,Pos
207,207,207,207,207
"Hi, I am looking for a mobile","Hello, Any specific company mobile you have in mind?",Phn_SelReq,null,Neu
"Hey, I am looking for a Asus mobile","Sure, it is available in our store. Any model you want in Asus?",Slt_Info,Brand-Asus,Neu
camera should be superb,You should buy Zenpad 3S 10 Z500KL by Asus,Slt_Info,"P_Camera-Good,S_Camera-Good",Neu
What is its price?,It is 500 Euro,Query_Slot,null,Neu
oh its little costly. I can't afford it. Show me less cost phone,Asus brand is taking over market. It's in great demand,Slt_Info,Cost-Less,Neg
I don't have that much money,At less cost you can buy Zenfone 3s Max ZC521TL by Asus. It is available in gold color in our store,Feedback,null,Neg
What is its price?,It is 230 Euro,Query_Slot,null,Neu
What is its battery?,It is 5000mAH,Query_Slot,null,Neu
"Fine, i will take it.",I am booking it for you,Booking_Req,null,Neu
Thanks a ton,Welcome always.My pleasure.,Gratitude,null,Pos
208,208,208,208,208
"Good Evening, I want to buy a cell Phone","Sure, any specific model you are looking for?",Phn_SelReq,null,Neu
I want to buy an apple ipad,iPad Pro 10.5 by Apple is a very good iPad.,Slt_Info,Brand-Apple,Neu
What is its battery?,Its battery is 304mAH.,Query_Slot,null,Neu
What is its cost?,It is 730 Euro.,Query_Slot,null,Neu
o God that's way too expensive. My budget is lttle less somewhere around 450 Euro,Though it is a bit costly but it is a pad with amazing features.,Slt_Info,Cost-450-,Neg
I will then have to take loan and I am not infavor of taking loan.,iPad 9.7 price is 390 Euro.,Feedback,null,Neg
What is its color?,Its color is silver,Query_Slot,null,Pos
I will take it.,"cool, your booking reference number is 2020_208",Booking_Req,null,Neu
I am very happy today. Thanks a lot,My pleasure. You are always welcome,Gratitude,null,Pos
209,209,209,209,209
"Good Evening, I am looking for a trending phone","Ssure, please tell me your model no or requirements",Phn_SelReq,null,Neu
Show me a phone wih good memory and battery,Zenfone AR ZS571KL by Asus will be a good choice. Its internal RAM is $IR$ GB.,Slt_Info,"RAM-Good,Internal_RAM-Good,Battery-Good",Neu
What is its color?,It is black.,Query_Slot,null,Neu
Whta is its weight?,It is 170 gms.,Query_Slot,null,Neu
That's a bit on heavier side. Do you have something in light weight?,It's the average weight of most of the mobiles,Slt_Info,Weight_g-Light,Neg
What is its price?,It is 800 Euro. You will love this phone.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking,null,Pos
thanks a ton,My pleasure,Gratitude,null,Pos
210,210,210,210,210
"Hey, I want to buy a phone.","Sure, any speciifc requirements you have for the phone?",Phn_SelReq,null,Neu
I want a latest phone under 350 Euro,Zenfone 3s Max ZC521TL by Asus is a latest phone priced at 230 Euro,Slt_Info,"Released_Yr-Latest,Cost-350-",Neu
